GEOID,PCA1,PCA2,PCA3,PCA4
42003472200,-0.6393427230494532,-0.5820808134990478,-0.5475939450099462,-0.12082483104815876
42003482500,-0.5820320201822555,0.19796105552568008,0.7619099115213652,-0.20217359358120449
42003560500,-0.21625147177450446,-1.0186760439518987,-0.27173358572043166,-0.3843502230718686
42003170200,0.012848767657780969,-0.2756696084786463,-1.1406817975849435,0.35516770467653563
42003151600,-0.08131680022738651,-0.8818647918131888,0.3320436868378288,-0.022313149469847294
42003100500,0.6698404600767466,0.9658137591042454,0.013837370349550822,-0.9463009942224428
42003051100,3.0434443848506714,2.0818325325729137,-1.9201857938417595,2.703678924002733
42003050100,3.064020413440746,1.7619580584697254,-1.1909625268836097,-0.04397399791569812
42003250900,0.900327498199068,0.7767271880858733,-0.35638849811301565,-0.16164661421347135
42003010302,-1.6705778951033292,1.0150276079604676,0.945371474046355,0.3587305199885049
42003192000,-0.2787231995865224,-0.3299412384288008,0.7633973835071656,-0.27400159667032015
42003160900,-0.40402082840896364,-0.6788497595421475,-0.8121721819914713,0.22534911851031358
42003191900,-0.5070391904015036,-0.5811063505685328,0.6993671085584937,0.08471114374111903
42003310200,-0.6568991549471299,-0.044412061633687765,0.9097157111337613,0.4485670621868734
42003151700,-0.002954114888644719,-0.44936035162200916,0.1832986951827465,-0.3356742871564249
42003141300,-0.13412836344718562,-0.5775045087786921,-0.5946071904423266,0.8032343586077544
42003101100,-0.6966545145694496,-0.2587114797171745,-0.006899027545414065,0.33462232853220325
42003080400,-0.051347436178189064,-0.7909840807595261,-1.0718183243333879,0.4263212000388271
42003070500,-0.2880167315652065,-0.6301087992399258,-1.3357321088183456,-0.07796274859159293
42003140200,-1.1640089600099108,0.04764916548224434,-0.16441375613668285,0.5556100478392879
42003111400,1.1553427820841857,0.39001047074691225,0.39208482304088405,-1.14770926525751
42003431100,-0.3971053762944497,-0.5499208254215097,0.11786480375142598,-0.12001998191006634
42003428200,-0.7835821771121919,-0.38202049958658346,0.7416321830134813,0.13590848642292025
42003270100,-0.6572466188726289,-0.2899259155801874,0.43694771288533835,-0.47353538727905997
42003270300,0.9693518980382687,0.27710911257119014,0.34500073079165994,-0.24619745490130213
42003561900,3.731546004941812,1.2940306016186656,0.7124089628557231,-0.9543670104168988
42003515401,-0.9947450472935988,0.26597714205053047,-0.8144763413775039,-0.23573433440809777
42003564100,-1.5029244508149469,0.025405062030725737,1.0663382021097478,0.03080668922134675
42003980600,10.061665877835406,-5.254758690610419,3.426477008761961,1.7644579515253178
42003101900,1.042592637710282,1.4743409408803376,0.3901527091992893,-0.3924368406286528
42003120900,1.7887708100281778,1.7522657871373597,0.030429038978666216,-0.45153528763991085
42003564800,2.198271907851767,0.8375230409512702,0.45332933083818244,-0.6896446300731007
42003565100,0.6976844839840511,0.1359011375212252,-0.653973597638434,0.2079732774811999
42003463900,0.4423439804589874,-0.12881592395373173,-0.0996423489667913,-0.18735489850368356
42003111300,-0.2779321882654655,-0.025478506865214516,-0.02910187793957518,-0.33321438141546567
42003070800,-0.6777492894201637,-0.9221231387288223,-1.252376736948885,-0.39886038604660684
42003130200,1.506068239313986,1.8134858842983708,0.7453808778621361,-1.1378678982746002
42003562400,1.462574826232169,1.2702039207721387,0.27233543158379403,0.4334767936308095
42003982200,-2.2790960456658564,1.1413710055439745,1.0134536503631146,0.29038854503690975
42003281500,-0.032745838623102985,0.6293208578384937,0.6566848841362565,-0.09292772225359781
42003563201,-0.2707316272518048,-1.5994301029694415,-0.05407237537998635,-0.6724211267493836
42003470501,-1.2323676856875838,-0.6828493872333068,-0.38042723512673937,-0.06714236336087805
42003040500,1.0045367999224353,0.4131568244865653,-1.0130315195934745,2.715755072082057
42003161000,0.8573000885264906,0.5466907326510984,0.19701606458677315,0.021253318174339383
42003010301,-1.979481821627599,2.689353709342097,0.013439375843812459,-0.602993742611575
42003472300,-0.7906167800200672,-0.393739222943577,0.7193828351593375,-0.17380663799268556
42003060300,0.08255568673831479,-0.8967345716548476,-0.30961329067050253,0.022375219341276502
42003020100,-0.352412990969612,-0.915326590340369,-1.1690695722346074,-0.45075058094396075
42003080200,-0.13769744910469556,-1.0327433728437259,0.382760487012308,-0.4416304621304415
42003040600,1.4508752093807593,0.47085334018219627,-1.1344162292343576,3.603325811003675
42003478200,-0.5125816945559833,-0.47874356730016343,-0.02405294717922137,0.11389907014286797
42003473100,-1.6373651597918741,-0.3171851201470727,0.06869841467778534,0.043576027307080746
42003080900,-0.14710866776523188,-0.8178425442644537,-0.782657642613589,-0.19697509554049172
42003140500,-0.4491270342958665,-0.4211723903405651,-0.5214953455053908,-0.7523903493848034
42003261500,1.1297407910691812,0.7628232133085375,0.9770225432327897,-0.9855409407591169
42003469000,-1.0779225883156536,-0.4633982792676122,0.1044604014168309,0.31316450726815653
42003488300,-1.0761579640969614,-0.001097981212181283,0.988073899786974,0.324993931961876
42003560400,1.412103017303368,-0.060397099902118445,-0.4393338352989631,-0.5680770818599747
42003191100,-0.689551562206116,-0.8558214644028993,-0.04357166037231993,-0.014103621488625453
42003191800,-0.5969844864486794,-0.6562761028548479,0.5353099572317037,-0.24816666284747185
42003290200,0.7198587460911442,-0.5029405022668207,0.7090320733501283,-0.028076685368899214
